birth,location
1901,"Csenyete, Hungary"
1904,"Onod, Hungary"
1927,"Berlin, Germany"
1927,"Berlin, Germany"
1889,"Minden, Germany"
1893,"Minden, Germany"
1925,"Roma, Italy"
1915,"Sopockinie, Poland"
1918,"Sopockinie, Poland"
1910,
,"Sopockin, Poland"
,"Sopockin, Poland"
,"Zavidovici, Yugoslavia"
1922,"Gdynia, Poland"
1923,"Gdynia, Poland"
1942,"Hilversum, The Netherlands"
1895,France
1893,"Gorizia, Italy"
,"Bistrita, Romania"
,"Bistrita, Romania"
1938,"Bistrita, Romania"
1938,"Bistrita, Romania"
,"Bistrita, Romania"
,"Bistrita, Romania"
1944,"Bistrita, Romania"
1909,"Trzebinia, Poland"
1890,
1908,"Sosnovice, Poland"
1924,"Hozow, Poland"
,"Siegen, Germany"
1903,"Amsterdam, The Netherlands"
1889,"Wien, Austria"
1912,"Torino, Italy"
,Yugoslavia
,Yugoslavia
1900,"Oshorot, Czechoslovakia"
1923,"Sopockinie, Poland"
1912,"Sopockine, Poland"
1895,"Cluj, Romania"
1880,"Sighet, Romania"
1940,"Cluj, Romania"
1889,"Prague, Czechoslovakia"
1912,"The Hague, The Netherlands"
1891,"Amsterdam, The Netherlands"
1888,"Amsterdam, The Netherlands"
,Yugoslavia
,Yugoslavia
1880,"Novi Sad, Yugoslavia"
1906,"Ruscova, Romania"
,"Bruex, Czechoslovakia"
1899,"Bruex, Czechoslovakia"
1933,"Bruex, Czechoslovakia"
1892,Hungary
1907,"Bataszek, Hungary"
1895,"Klojzenburg, Romania"
,
,"Jannina, Greece"
1913,"Kaposvar, Hungary"
1939,"Kaposvar, Hungary"
1905,"Bratislava, Czechoslovakia"
1869,Czechoslovakia
1902,Hungary
1912,"Viseu, Romania"
1909,"Paks, Hungary"
,"Nyiregyhaza, Hungary"
1903,"Berlin, Germany"
1902,"Perbenyik, Czechoslovakia"
1898,
1898,"Misca, Romania"
1925,"Misca, Romania"
1908,"Velhartice, Czechoslovakia"
1897,"Ditrau, Romania"
,"Corpadea, Romania"
1930,"Bucharest, Romania"
1884,"Bacs,"
1882,"Borsa, Romania"
,"Prague, Czechoslovakia"
1898,"Bukarest, Romania"
1928,"Mitcau, Romania"
1884,"Marmaros Sighet, Romania"
1916,"Csany,"
1904,"Baluschki,"
,"Niwka, Poland"
1864,"Berlin, Germany"
1903,"Glod, Romania"
1880,"Barsana, Romania"
1902,"Breznica, Czechoslovakia"
1930,"Frankfurt am Main, Germany"
1895,"Debrecen, Hungary"
1900,"Debrecen, Hungary"
1918,France
1897,"Bratislava, Czechoslovakia"
1901,"Dunajska Streda, Czechoslovakia"
1909,"Viterbo, Italy"
1906,"Prag, Czechoslovakia"
1905,"Oradea, Romania"
1903,"Mahoof, Poland"
1914,"Rotterdam, The Netherlands"
1902,"Antwerpen, Belgium"
1898,"Maros Vasarhely, Romania"
1900,"Lodz, Poland"
1901,"Kisdobrony, Czechoslovakia"
,"Klicanov, Czechoslovakia"
1906,"Amsterdam, The Netherlands"
1917,"Komarom, Hungary"
1922,"Amsterdam, The Netherlands"
1889,"Kispest, Hungary"
1939,"Tiszakorod, Hungary"
1941,"Tiszakarad, Hungary"
1910,"Tiszakarad, Hungary"
1897,"Sarospatak, Hungary"
1908,"Patak, Hungary"
1906,"Pruzana, Poland"
1914,"Radom, Poland"
1900,"Budapest, Hungary"
1900,"Budapest, Hungary"
1900,"Budapest, Hungary"
1901,"Budapest, Hungary"
1931,"Sosnowiec, Poland"
1921,"Sosnowiec, Poland"
1893,"Sosnowiec, Poland"
,"Sopockin, Poland"
,"Budapest, Hungary"
1911,Romania
1884,Romania
,"Novi Sad, Yugoslavia"
1880,"Novi Sad, Yugoslavia"
1921,"Krosniewice, Poland"
1900,"Parkany, Czechoslovakia"
1905,"Dresden, Germany"
1922,"Pruzana, Poland"
1922,"Lask, Poland"
1884,
1889,"Budapest, Hungary"
1904,"Chmielniki, Poland"
1901,"Kiev, Ukraine (USSR)"
1904,"Chmielnik, Poland"
1900,"Hust, Czechoslovakia"
,"Sopockin, Poland"
1902,"Budapest, Hungary"
1903,"Cegled, Hungary"
1894,"Somogyvar, Hungary"
,"Prague, Czechoslovakia"
,"Sopockinie, Poland"
1923,"Sopockin, Poland"
1895,"Oradea, Romania"
1911,"Iregszemcse, Hungary"
1921,"Praha, Czechoslovakia"
1906,"Ujpest, Hungary"
,"Ujpest, Hungary"
1936,"Kispest, Hungary"
1875,"Kispest, Hungary"
1893,"Kispest, Hungary"
1899,"Csongrad, Hungary"
1895,"Nyiregyhaza, Hungary"
1903,"Bratislava, Czechoslovakia"
1899,"Brussels, Belgium"
1914,"Satmar, Romania"
1929,"Kiskunfelegyhaza, Hungary"
1898,"Kiskunfelegyhaza, Hungary"
1927,"Kiskunfelegyhaza, Hungary"
1908,"Berlin, Germany"
1894,"Neuilly, France"
1919,"Letenye, Hungary"
1933,"Acs, Hungary"
1892,"Kispest, Hungary"
1909,"Szikszo, Hungary"
,"Szikszo, Hungary"
,"Losonc, Czechoslovakia"
1927,"Budapest, Hungary"
1906,"Budapest, Hungary"
1901,"Papa, Hungary"
1906,
1909,"Paszab, Hungary"
1902,"Paszab, Hungary"
1907,"Sahy, Czechoslovakia"
1899,"Karad, Hungary"
1895,"Karad, Hungary"
1925,"Dortmund, Germany"
1907,"Merasice, Czechoslovakia"
,"Levice, Czechoslovakia"
,"Sevlus, Czechoslovakia"
1898,"Miskolc, Hungary"
1926,"Nyirbator, Hungary"
1934,"Gebe, Hungary"
1875,"Oradea, Romania"
1906,"Saloniki, Greece"
1900,"Lyon, France"
1925,"Budapest, Hungary"
1883,"Vamosmikola, Hungary"
1913,"Vamosmikola, Hungary"
1885,"Vamosmikola, Hungary"
1913,"Vamosmikola, Hungary"
1885,"Kecskemet, Hungary"
1897,"Katowice, Poland"
1904,"Teresva, Czechoslovakia"
1893,"Lodz, Poland"
1911,"Amsterdam, The Netherlands"
1911,"Amsterdam, The Netherlands"
1926,"Chrzanow, Poland"
,"Cakovec, Yugoslavia"
,"Cakovec, Yugoslavia"
1929,"Tortel, Hungary"
1901,"Tortel, Hungary"
1926,"Chrzanow, Poland"
1886,"Windsheim, Germany"
1917,"Strimtere, Romania"
1928,"Resov, Czechoslovakia"
1922,"Rusava, Ukraine (USSR)"
1924,"Resov, Czechoslovakia"
1918,
1920,"Rysk, Czechoslovakia"
1926,"Richev, Belorussia (USSR)"
1902,"Budapest, Hungary"
1886,"Bezdan, Yugoslavia"
1897,"Bezdan, Yugoslavia"
1903,"Bezdan, Yugoslavia"
1919,"Bezdan, Yugoslavia"
1922,"Bezdan, Yugoslavia"
1880,"Bezdan, Yugoslavia"
1907,"Ganya, Czechoslovakia"
1894,"Berlin, Germany"
1885,"Berlin, Germany"
1908,"Szeged, Hungary"
1888,"Timisoara, Romania"
1920,"Tseshanov, Poland"
1901,"Amsterdam, The Netherlands"
1901,"Groningen, The Netherlands"
1925,"Amsterdam, The Netherlands"
1903,"Paris, France"
1902,"Lodz, Poland"
,"Kassa, Hungary"
,"Nyiregyhaza, Hungary"
1890,"Nagyvarad, Romania"
1892,"Nagyvarad, Romania"
1897,Hungary
1897,"Bratislava, Czechoslovakia"
1918,"Nowy Korczyn, Poland"
1895,"Amsterdam, The Netherlands"
,"Voivozi, Romania"
1905,"Berlin, Germany"
1909,"Bruxelles, Belgium"
1905,"Berlin, Germany"
1923,"Horbourg, France"
1925,"Koeln, Germany"
1934,"Kolozsvar, Romania"
,"Komarno, Poland"
1900,"Munkacs, Czechoslovakia"
1912,"Komarno, Poland"
,Yugoslavia
,Yugoslavia
,"Komarno, Poland"
1934,"Cluj, Romania"
1901,Poland
1925,"Koln, Germany"
1903,"Muenster, Germany"
1870,Ukraine (USSR)
1924,"Nyiregyhaza, Hungary"
1921,"Kiskunhalas, Hungary"
,"Kaposvar, Hungary"
1878,"Oroszko, Romania"
1905,"Antwerpen, Belgium"
1901,"Amsterdam, The Netherlands"
,"Kaposvar, Hungary"
1910,"Nagyvarad, Romania"
1906,"Krakow, Poland"
1904,"Nitra, Czechoslovakia"
1894,"Novi Vrbas, Yugoslavia"
1889,"Komadi, Hungary"
1913,Poland
,"Mateszalka, Hungary"
1902,"Oroszko, Romania"
1919,"Papa, Hungary"
1878,"Gyalu, Romania"
1907,"Papa, Hungary"
1920,"Papa, Hungary"
1913,"Papa, Hungary"
1882,"Papa, Hungary"
1920,"Wienna, Austria"
1905,"Brussels, Belgium"
1916,"Cluj Napoca, Romania"
1900,"Rozwadów, Poland"
,"Humenne, Czechoslovakia"
1889,"Laposz, Romania"
1920,"Marghita, Romania"
1943,"Marghita, Romania"
1879,"Nagyrabe, Hungary"
1894,"Borlesti, Romania"
1900,"Moros Wasarhej, Romania"
1896,"Borlesti, Romania"
1922,"Hagymaslapos, Romania"
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Germany
1903,"Budapest, Hungary"
1883,"Kiskunhalas, Hungary"
1915,"Chust, Czechoslovakia"
1883,"Budapest, Hungary"
1925,"Ada, Yugoslavia"
1870,"Tas, Hungary"
1910,"Trebisov, Czechoslovakia"
1889,
1888,"Carei Mare, Romania"
1887,"Szekelyhid, Romania"
,"Cluj, Romania"
,"Cluj, Romania"
1904,"Kolozsvar, Romania"
1891,"Kolozsvar, Romania"
1912,"Nagyrabe, Hungary"
1893,"Muenchen, Germany"
1925,"Barkasove, Czechoslovakia"
1923,"Barkasovo, Czechoslovakia"
1906,"Kecskemet, Hungary"
1945,"Kecskemet, Hungary"
1889,"Berlin, Germany"
1910,"Kisber, Hungary"
,"Duesseldorf, Germany"
1907,"Mihalyfalva, Romania"
,"Duesseldorf, Germany"
1915,"Berlin, Germany"
1879,"Kalocsa, Hungary"
1899,"Ibrany, Hungary"
1902,"Lodz, Poland"
1909,"Lodz, Poland"
1879,"Ujpest, Hungary"
,"Kezmarok, Czechoslovakia"
1914,"Sepsiszentgyorgy, Romania"
1894,"Kolozsvar, Romania"
1922,"Tilburg, The Netherlands"
1933,
1928,"Kusaj, Romania"
1892,"Novi Sad, Yugoslavia"
1886,"Coseiu, Romania"
1893,"Kusaj, Romania"
1922,"Coseiu, Romania"
1895,"Verecki-Nizaniye, Czechoslovakia"
1905,"Bratislava, Czechoslovakia"
,"Ciechanow, Poland"
1911,"Gyongyos, Hungary"
1924,"Krakow, Poland"
1936,"Berettyoujfalu, Hungary"
1906,"Lwow, Poland"
1906,"Schaerbeek, Belgium"
1889,"Marghita, Romania"
1936,"Marghita, Romania"
1882,"Debreczen, Hungary"
1925,"Udvard, Hungary"
1886,"Humenne, Czechoslovakia"
,"Zagreb, Yugoslavia"
1910,"Teplice, Czechoslovakia"
1895,"Ermihalyfalva, Romania"
1895,"Ermihalyfalva, Romania"
1895,Romania
,"Gergelyiugornya, Hungary"
1914,"Miskolc, Hungary"
1920,
1924,"Uzhorod, Czechoslovakia"
1885,"Michalovce, Czechoslovakia"
1926,"Borsa, Romania"
1878,"Praha, Czechoslovakia"
1896,"Nagykallo, Hungary"
1888,"Berettyoujfalu, Hungary"
1905,"Nagyvarad, Romania"
1892,"Budapest, Hungary"
1925,"Hajdudorog, Hungary"
1888,"Debrecen, Hungary"
,"Munkacs, Czechoslovakia"
1920,"Tiszabokeny, Czechoslovakia"
,"Hamburg, Germany"
1894,"Berlin, Germany"
1894,"Berlin, Germany"
1918,"Munchen, Germany"
1891,"Cluj, Romania"
1922,"Lodz, Poland"
,"Nyiregyhaza, Hungary"
1886,"Nagyatad, Hungary"
1925,"Nagyhalasz, Hungary"
1891,"Nagyhalasz, Hungary"
,"Nyiregyhaza, Hungary"
1913,"Humpolec, Czechoslovakia"
1938,"Kutna Hora, Czechoslovakia"
1914,"Kastoria, Greece"
1902,"Brussels, Belgium"
1897,"Wien, Austria"
1910,"Lodz, Poland"
1905,"Zambrow, Poland"
1893,"Szaszregen, Romania"
1852,"Apatin, Yugoslavia"
1901,"Dombrowa Gornicza, Poland"
,"Uzhorod, Czechoslovakia"
1900,"Opatow, Poland"
,"Uzhhorod, Czechoslovakia"
1906,"Sremska Mitrovica, Yugoslavia"
1884,"Zagreb, Yugoslavia"
1888,"Sremska Mitrovica, Yugoslavia"
1899,"Apsze, Czechoslovakia"
,"Kloz, Romania"
1917,"Papa, Hungary"
1886,"Papa, Hungary"
1901,"Ostrowiec, Poland"
,"Kolozhvar, Romania"
,"Bistrica, Romania"
1905,"Bistrita, Romania"
1929,"Novi Sad, Yugoslavia"
1930,"Subotica, Yugoslavia"
,Germany
1897,"Budapest, Hungary"
,"Sopockinie, Poland"
1912,"Sopockin, Poland"
1907,"Sopockinie, Poland"
,"Sopockine, Poland"
,"Sopockine, Poland"
,"Sopockine, Poland"
,"Sopockin, Poland"
1926,"Dobron Velikaja, Czechoslovakia"
,"Kliczanow, Czechoslovakia"
,"Lodz, Poland"
1910,"Chrzanow, Poland"
1918,"Lodz, Poland"
1885,"Samusauvar, Romania"
1920,"Szamosujvar, Romania"
1924,"Samusauvar, Romania"
1901,"Samusauvar, Romania"
1923,"Sarmasel, Romania"
1892,"Samusauvar, Romania"
1892,"Samusauvar, Romania"
1914,"Sopockinie, Poland"
1915,"Pacin, Hungary"
1930,"Oradea, Romania"
1914,"Sopockin, Poland"
,"Sopockin, Poland"
1893,"Lunca de Mijloc, Romania"
1912,"Lucenec, Czechoslovakia"
1903,"Lyon, France"
1905,"Lodz, Poland"
1923,"Kosow, Poland"
1895,"Lodz, Poland"
,"Sopockin, Poland"
1901,"Mezocsat, Hungary"
1931,"Mezocsat, Hungary"
1935,"Mezocsat, Hungary"
1936,"Mezocsat, Hungary"
1940,"Mezocsat, Hungary"
1900,"Dombrowa, Poland"
1892,"Tacovo, Czechoslovakia"
1910,"Chemnitz, Germany"
,Yugoslavia
1925,"Dombrowa, Poland"
1920,"Dombrowa, Poland"
1930,"Paks, Hungary"
1922,"Dombrowa, Poland"
1900,"Dombrowa, Poland"
1925,"Nag Barod, Romania"
1879,"Csorna, Hungary"
1888,"Csorna, Hungary"
1918,"Budapest, Hungary"
,Yugoslavia
,Yugoslavia
,Hungary
1936,"Dombrova Gurnicha, Poland"
1910,"Warta, Poland"
1894,"Lodz, Poland"
,"Lodz, Poland"
,"Lodz, Poland"
,"Lodz, Poland"
1930,"Kaunas, Lithuania"
1892,"Lodz, Poland"
1896,"Lodz, Poland"
,Yugoslavia
,Yugoslavia
1918,"Lodz, Poland"
1925,"Arta, Greece"
1928,Romania
1896,"Halle, Germany"
1895,"Vlagtwedde, The Netherlands"
1895,"Vlagtwedde, The Netherlands"
1927,
1890,"Beregszasz, Czechoslovakia"
1886,"Tiszaujlak, Czechoslovakia"
,"Hagymaslapos, Romania"
1908,"Hagymaslapos, Romania"
,"Sevlus, Czechoslovakia"
1916,"Szekelyudvarhely, Romania"
1872,"Debrecen, Hungary"
1917,"Tiszaujlak, Czechoslovakia"
1919,"Tiszaujlak, Czechoslovakia"
1922,"Tiszaujlak, Czechoslovakia"
1893,"Auseu, Romania"
1910,"Saloniki, Greece"
,Yugoslavia
1930,"Heves, Hungary"
,"Levice, Czechoslovakia"
1919,"Paris, France"
1929,"Maramarossziget, Romania"
1929,"Berlin, Germany"
1927,"Berlin, Germany"
1883,"Borgerhout, Belgium"
1882,"Saloniki, Greece"
,"Martonvasar, Hungary"
1900,
1926,"Nagyvarad, Romania"
1931,"Cluj, Romania"
1881,France
1913,"Saint Mande, France"
1929,"Dej, Romania"
1906,"Kiralhaza, Czechoslovakia"
1912,"Novi Sad, Yugoslavia"
1892,"Mezotur, Hungary"
1903,"Kispest, Hungary"
,"Rakospalota, Hungary"
1900,"Poltusk, Poland"
1893,"Hamburg, Germany"
1895,"Hannover, Germany"
1902,"Będzin, Poland"
,Poland
1905,"Tulghes, Romania"
1905,"Tulghes, Romania"
1898,"Saloniki, Greece"
,
1887,"Duesseldorf, Germany"
1924,France
1883,"Clichy, France"
1900,"Wien, Austria"
1904,"Wien, Austria"
,"Sopockin, Poland"
,"Sopotkin, Poland"
1923,"Sopockin, Poland"
1860,"Tet, Hungary"
1913,"Tet, Hungary"
,"Levice, Czechoslovakia"
,"Levice, Czechoslovakia"
,"Levice, Czechoslovakia"
1883,"Aachen, Germany"
1879,"Bolsward, The Netherlands"
1910,"Berlin, Germany"
1921,"Szentes, Hungary"
1897,"Wien, Austria"
1897,"Antwerpen, Belgium"
1909,Belgium
1891,"Leipzig, Germany"
1913,"Czernowitz, Romania"
1882,"Beregsas, Czechoslovakia"
1913,"Bratislava, Czechoslovakia"
1895,"Ujpest, Hungary"
1927,"Kivjazd, Czechoslovakia"
1900,"Regen, Germany"
1897,"Baja, Hungary"
1883,"Szeged, Hungary"
1906,"Berlin, Germany"
1905,"Krakow, Poland"
1902,"Budapest, Hungary"
1926,"Luneville, France"
1900,"Budapest, Hungary"
1913,"Amsterdam, The Netherlands"
,"Lodz, Poland"
1896,"Kisvarda, Hungary"
1902,"Berlin, Germany"
1914,"Prague, Czechoslovakia"
1926,"Berlin, Germany"
1879,"Nagykoros, Hungary"
,"Zagreb, Yugoslavia"
1902,"Szombathely, Hungary"
1888,"Kecskemet, Hungary"
1883,"Fiume, Italy"
1890,"Louky, Czechoslovakia"
1863,"Hajdunanas, Hungary"
1890,"Satu Mare, Romania"
,"Snina, Czechoslovakia"
1885,"Schwaebisch Hall, Germany"
,"Nagyvarad, Romania"
,"Oradea, Romania"
1942,"Oradea, Romania"
1895,"Vertessomlo, Hungary"
1891,"Csorna,"
1871,"Nemesladony, Hungary"
1919,"Csorna,"
1896,"Csorna,"
1867,"Chrzanow, Poland"
1886,"Nitra, Czechoslovakia"
,"Zagreb, Yugoslavia"
,"Zagreb, Yugoslavia"
1904,"Berlin, Germany"
1903,"Nemesladony, Hungary"
1889,"Nemesladony, Hungary"
1883,"Nemesladony, Hungary"
1932,"Békéscsaba, Hungary"
1908,"Amsterdam, The Netherlands"
,"Amsterdam, The Netherlands"
,"Szarvas, Hungary"
,"Budapest, Hungary"
,"Budapest, Hungary"
1901,"Koenigsberg,"
1901,"Koenigsberg, Germany"
1890,"Krakau, Poland"
1906,"Berlin, Germany"
1906,"Berlin, Germany"
1884,"Berettyoujfalu, Hungary"
1870,"Loesnich Mosel, Germany"
1908,"Ragla, Romania"
1917,"Cluj, Romania"
1886,"Soimeni, Romania"
1899,"Bardejov, Czechoslovakia"
1902,"Berlin, Germany"
1915,"Satoraljaujhely, Hungary"
1898,"Beregszasz, Czechoslovakia"
1902,"Berlin, Germany"
1896,"Kolozsvar, Romania"
,"Zagreb, Yugoslavia"
1908,"Veca, Czechoslovakia"
1892,"Szentes, Hungary"
1893,"Hennef, Germany"
1886,"Berlin, Germany"
1890,"Beregszasz, Czechoslovakia"
1920,"Kolozsvar, Romania"
1902,"Berlin, Germany"
1883,"Garitz, Germany"
1875,"Hamburg, Germany"
1876,"Berlin, Germany"
,Yugoslavia
,Yugoslavia
1890,"Miechow, Poland"
1900,"Szombathely, Hungary"
1895,"Reichenberg, Czechoslovakia"
1893,"Budapest, Hungary"
1896,"Chemnitz, Germany"
1885,"Chemnitz, Germany"
1893,"Antwerpen, Belgium"
1930,"Chemnitz, Germany"
1911,"Sarospatak, Hungary"
1873,"Praha, Czechoslovakia"
1901,"Praha, Czechoslovakia"
,"Gedinia, Poland"
1896,"Warnsdorf, Czechoslovakia"
1907,"Goldap, Germany"
1895,"Pecs, Hungary"
1923,"Lodz, Poland"
1897,"Nagysap, Hungary"
,"Levice, Czechoslovakia"
,"Levice, Czechoslovakia"
1906,"Budapest, Hungary"
1893,"Foldes, Hungary"
1911,"Paris, France"
1927,"Seini, Romania"
1925,"Beregszasz, Czechoslovakia"
,"Nyiregyhaza, Hungary"
,"Berettyoujfalu, Hungary"
1900,"Berettyoujfalu, Hungary"
1921,"Mezokovesd, Hungary"
,"Berettyoujfalu, Hungary"
1899,"Kempten, Germany"
1937,"Szombathely, Hungary"
1921,Czechoslovakia
1913,"Kiskoros, Hungary"
1900,Hungary
1916,"Sevlus, Czechoslovakia"
1901,"Ungvar, Czechoslovakia"
1890,"Budapest, Hungary"
1917,"Novi Zamki, Czechoslovakia"
1937,"Pesterzsebet, Hungary"
1912,"Kossuth, Czechoslovakia"
1943,"Pesterzsebet, Hungary"
,"Aggtelek, Hungary"
,Hungary
,"Szilvasvarad, Hungary"
1940,"Zubogy, Hungary"
,"Nagyleta, Hungary"
,Hungary
1914,"Oradea, Romania"
1928,
1878,"Papa, Hungary"
1905,"Nyiregyhaza, Hungary"
1902,"Mohacs, Hungary"
1873,"Patroha, Hungary"
1918,"Kolozsvar, Romania"
1913,"Bratislava, Czechoslovakia"
,"Dunaszerdahely, Czechoslovakia"
1904,"Cluj, Romania"
1924,"Dolnja Lendava, Yugoslavia"
,"Szeged, Hungary"
1930,"Gyoma, Hungary"
1932,"Gyoma, Hungary"
1909,"Gyoma, Hungary"
1909,"Puspokladany, Hungary"
1893,"Berettyoujfalu, Hungary"
,"Berettyoujfalu, Hungary"
1924,"Budapest, Hungary"
,"Nagyecsed, Hungary"
1900,"Brno, Czechoslovakia"
1900,"Chrzanow, Poland"
,"Bicsad, Romania"
,"Bicsad, Romania"
,"Bicsad, Romania"
1899,"Hlohovec, Czechoslovakia"
1937,"Berlin, Germany"
1909,"Budapest, Hungary"
1909,"Budapest, Hungary"
1913,"Karlovy Vary, Czechoslovakia"
1921,"Lodz, Poland"
1905,"Budapest, Hungary"
1917,"Topolcany, Czechoslovakia"
,"Ujpest, Hungary"
1902,"Nagyvarad, Romania"
1920,"Eger, Hungary"
1895,"Sopron, Hungary"
1869,"Kikinda, Yugoslavia"
1898,"Bratislava, Czechoslovakia"
,"Pecs, Hungary"
1915,"Pecs, Hungary"
1937,"Pecs, Hungary"
1922,"Leipzig, Germany"
,"Krakow, Poland"
1890,"Gelnhausen, Germany"
1893,"Pestujhely, Hungary"
,"Budapest, Hungary"
,"Budapest, Hungary"
1926,"Karlovy Vary, Czechoslovakia"
1885,"Dej, Romania"
1913,"Bruxelles, Belgium"
1907,"Bruxelles, Belgium"
1892,"Amsterdam, The Netherlands"
1929,"Budapest, Hungary"
1889,"Felsogalla, Hungary"
1900,"Felsogalla, Hungary"
1925,"Felsogalla, Hungary"
1879,"Komarom, Hungary"
1895,"Felsogalla, Hungary"
1903,"Berlin, Germany"
1898,"Berlin, Germany"
,"Hamburg, Germany"
1925,"Berlin, Germany"
1901,"Rotterdam, The Netherlands"
,"Nyiregyhaza, Hungary"
1909,"Stara Gradina, Yugoslavia"
1904,
1941,"Berlin, Germany"
1921,"Cluj, Romania"
1926,"Rachov, Czechoslovakia"
1938,"Rachov, Czechoslovakia"
1936,"Veliky Bockov, Czechoslovakia"
,"Cluj Napoca, Romania"
1906,"Bajmok, Yugoslavia"
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
1888,
1883,Yugoslavia
1880,"Sombor, Yugoslavia"
1908,"Ungvar, Czechoslovakia"
1899,"Dortmund, Germany"
,Yugoslavia
1907,"Buczko, Czechoslovakia"
1902,"Lodz, Poland"
1900,"Lodz, Poland"
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
,Yugoslavia
1890,"Varazdin, Yugoslavia"
1890,"Varazdin, Yugoslavia"
1915,"Cakovec, Yugoslavia"
1905,"Backa Topola, Yugoslavia"
1900,"Verona, Italy"
1929,"Verona, Italy"
,"Sopockin, Poland"
1927,"Sopotzkin, Poland"
1928,"Verecki, Czechoslovakia"
1899,"Szydlowiec, Poland"
1899,"Felso Viso, Romania"
1942,"Irsava, Czechoslovakia"
1936,"Irsava, Czechoslovakia"
1938,"Irsava, Czechoslovakia"
1940,"Irshava, Czechoslovakia"
,"Szrensk, Poland"
1922,"Sosnowiec, Poland"
1918,"Richvol, Poland"
1922,"Sopotkin, Poland"
,"Sopockin, Poland"
,"Sopockin, Poland"
1926,"Annopol, Poland"
1929,"Salgotarjan, Hungary"
1932,"Veszprem, Hungary"
1924,"Deberczyn, Hungary"
1935,"Novoselica, Czechoslovakia"
,"Riskova, Romania"
1919,"Brno, Czechoslovakia"
1927,"Novoselice, Czechoslovakia"
1932,"Novoselice, Czechoslovakia"
1904,"Novoselice, Czechoslovakia"
1907,"Novoselica, Czechoslovakia"
1939,"Novoselice, Czechoslovakia"
1923,"Kosovska Polana, Czechoslovakia"
1930,"Kosovska Polana, Czechoslovakia"
1925,"Kosovska Polana, Czechoslovakia"
1930,"Sekernica, Czechoslovakia"
,"Szarvas, Hungary"
,"Sopochinie, Poland"
1886,"Kisrozvagy, Hungary"
1916,"Nyiregyhaza, Hungary"
1922,"Sochocin, Poland"
1920,"Nyirmihalydi, Hungary"
1896,"Davidkovo Nove, Czechoslovakia"
1910,"Magyarcsaholy, Romania"
1910,"Tushnad, Romania"
1935,"Magyarcsaholy, Romania"
1910,"Lodz, Poland"
,"Dej, Romania"
,"Dej, Romania"
1913,"Grosswardein, Romania"
1913,"Grosswardein, Romania"
,Romania
1928,"Kasha, Czechoslovakia"
,"Moisei, Romania"
,"Moiseiu, Romania"
1910,"Koloszvar, Romania"
1899,"Kaunas, Lithuania"
1900,"Borsa, Romania"
1913,"Prag, Czechoslovakia"
,"Borsa, Romania"
1927,"Galanta, Czechoslovakia"
1944,"Mukachevo, Czechoslovakia"
1926,"Zawierce, Poland"
1898,"Banja Luka, Yugoslavia"
1898,"Hust, Czechoslovakia"
1907,"Borsa, Romania"
1885,"Friedeberg Neumark, Germany"
1890,Czechoslovakia
1886,"Nove Zamky, Czechoslovakia"
1887,"Boskovice, Czechoslovakia"
1928,"Uzhorod, Czechoslovakia"
1938,"Uzhorod, Czechoslovakia"
1924,"Petrova, Romania"
1885,"Petrova, Romania"
1920,"Satumare, Romania"
1929,Czechoslovakia
,"Sighet, Romania"
,"Sighet, Romania"
1890,"Uzhorod, Czechoslovakia"
,"Wielun, Poland"
1922,"Abaujszanto, Hungary"
1923,"Łomża, Poland"
1898,"Nagyrabe, Hungary"
1901,"Tarna Mare, Romania"
,"Masiv, Romania"
,"Seredne, Czechoslovakia"
1940,"Pressburg, Czechoslovakia"
1872,"Velky Sevljus, Czechoslovakia"
1890,"Presburg, Czechoslovakia"
1885,"Lodz, Poland"
1920,"Bratislava, Czechoslovakia"
1890,"Presburg, Czechoslovakia"
1929,"Cifary, Czechoslovakia"
1911,"Velky Sevljus, Czechoslovakia"
,"Masiv, Romania"
1916,"Nyirbator, Hungary"
,"Maly Bockov, Czechoslovakia"
1872,"Sewlisz, Czechoslovakia"
,"Acsad, Hungary"
,"Munkac, Czechoslovakia"
,"Monkash, Czechoslovakia"
1893,"Beregszasz, Czechoslovakia"
1939,"Warszawa, Poland"
1921,"Monkash, Czechoslovakia"
1920,Czechoslovakia
,"Piskolt, Romania"
,"Piskolt, Romania"
1932,"Piskolt, Romania"
,"Piskolt, Romania"
,"Piskolt, Romania"
1927,"Mad, Hungary"
,"Piskolt, Romania"
1917,"Zgierz, Poland"
1894,"Zilina, Czechoslovakia"
1894,"Zilina, Czechoslovakia"
1920,
1895,"Mukacevo, Czechoslovakia"
1909,"Frankfurt am Main, Germany"
,"Lodz, Poland"
1895,France
1925,France
1920,"Schiltigheim, France"
1920,"Strasbourg, France"
,"Nyiregyhaza, Hungary"
1920,"Maramarossziget, Romania"
1907,"Berlin, Germany"
1919,"Nyiregyhaza, Hungary"
1921,The Netherlands
1900,"Unglovasd, Czechoslovakia"
1926,"Fiume, Italy"
1925,"Almelo, The Netherlands"
,Yugoslavia
