birth,location,date
1886,"Nagyatad, Hungary",1886.01.01
1891,"Nagyatad, Hungary",1891.01.01
1903,"Nagyatad, Hungary",1903.01.01
1907,"Nagyatad, Hungary",1907.01.01
1900,"Nagybánya, Romania",1900.01.01
1904,"Nagybánya, Romania",1904.01.01
1905,"Nagybánya, Romania",1905.01.01
1927,"Nagybánya, Romania",1927.01.01
1927,"Nagybánya, Romania",1927.01.01
1937,"Nagybánya, Romania",1937.01.01
1941,"Nagybánya, Romania",1941.01.01
1892,"Nagybatony, Hungary",1892.01.01
1927,"Nagybereg, Czechoslovakia",1927.01.01
1904,"Nagydorog, Hungary",1904.01.01
1921,"Nagyecsed, Hungary",1921.01.01
1887,"Nagyenyed, Romania",1887.01.01
1891,"Nagyhalasz, Hungary",1891.01.01
1925,"Nagyhalasz, Hungary",1925.01.01
1917,"Nagyikold, Romania",1917.01.01
1896,"Nagyilonda, Romania",1896.01.01
1892,"Nagykallo, Hungary",1892.01.01
1896,"Nagykallo, Hungary",1896.01.01
1876,"Nagykanizsa, Hungary",1876.01.01
1887,"Nagykanizsa, Hungary",1887.01.01
1888,"Nagykanizsa, Hungary",1888.01.01
1891,"Nagykanizsa, Hungary",1891.01.01
1894,"Nagykanizsa, Hungary",1894.01.01
1895,"Nagykanizsa, Hungary",1895.01.01
1898,"Nagykanizsa, Hungary",1898.01.01
1906,"Nagykanizsa, Hungary",1906.01.01
1913,"Nagykanizsa, Hungary",1913.01.01
1924,"Nagykanizsa, Hungary",1924.01.01
1935,"Nagykanizsa, Hungary",1935.01.01
1936,"Nagykanizsa, Hungary",1936.01.01
1882,"Nagykaroly, Romania",1882.01.01
1885,"Nagykaroly, Romania",1885.01.01
1904,"Nagykaroly, Romania",1904.01.01
1905,"Nagykaroly, Romania",1905.01.01
1930,"Nagykaroly, Romania",1930.01.01
1881,"Nagykata, Hungary",1881.01.01
1888,"Nagykata, Hungary",1888.01.01
1912,"Nagykata, Hungary",1912.01.01
1879,"Nagykoros, Hungary",1879.01.01
1897,"Nagyleta, Hungary",1897.01.01
1879,"Nagyrabe, Hungary",1879.01.01
1898,"Nagyrabe, Hungary",1898.01.01
1900,"Nagyrabe, Hungary",1900.01.01
1912,"Nagyrabe, Hungary",1912.01.01
1897,"Nagysap, Hungary",1897.01.01
1896,"Nagysimonyi, Hungary",1896.01.01
1900,"Nagyszalonta, Romania",1900.01.01
1928,"Nagyszalonta, Romania",1928.01.01
1926,"Nagyszokoly, Hungary",1926.01.01
1929,"Nagyszokoly, Hungary",1929.01.01
1901,"Nagyszollos, Czechoslovakia",1901.01.01
1924,"Nagyszolos,",1924.01.01
1897,"Nagyszolosz, Czechoslovakia",1897.01.01
1858,"Nagyvarad, Romania",1858.01.01
1870,"Nagyvarad, Romania",1870.01.01
1877,"Nagyvarad, Romania",1877.01.01
1887,"Nagyvarad, Romania",1887.01.01
1889,"Nagyvarad, Romania",1889.01.01
1890,"Nagyvarad, Romania",1890.01.01
1890,"Nagyvarad, Romania",1890.01.01
1892,"Nagyvarad, Romania",1892.01.01
1894,"Nagyvarad, Romania",1894.01.01
1896,"Nagyvarad, Romania",1896.01.01
1902,"Nagyvarad, Romania",1902.01.01
1905,"Nagyvarad, Romania",1905.01.01
1907,"Nagyvarad, Romania",1907.01.01
1908,"Nagyvarad, Romania",1908.01.01
1910,"Nagyvarad, Romania",1910.01.01
1912,"Nagyvarad, Romania",1912.01.01
1914,"Nagyvarad, Romania",1914.01.01
1918,"Nagyvarad, Romania",1918.01.01
1924,"Nagyvarad, Romania",1924.01.01
1926,"Nagyvarad, Romania",1926.01.01
1930,"Nagyvarad, Romania",1930.01.01
1889,"Nakel Netze, Poland",1889.01.01
1892,"Nakel Netze, Poland",1892.01.01
1890,"Nancy, France",1890.01.01
1900,"Nancy, France",1900.01.01
1915,"Nancy, France",1915.01.01
1895,"Nantu, Romania",1895.01.01
1897,"Nantu, Romania",1897.01.01
1908,"Nasaud, Romania",1908.01.01
1886,"Naszod, Romania",1886.01.01
1888,"Naszod, Romania",1888.01.01
1911,"Negresti Oas, Romania",1911.01.01
1905,"Negrevits, Czechoslovakia",1905.01.01
1890,"Negrova, Czechoslovakia",1890.01.01
1895,"Nelipeno, Czechoslovakia",1895.01.01
1928,"Nelipeno, Czechoslovakia",1928.01.01
1928,"Nelipino, Czechoslovakia",1928.01.01
1896,"Nemeske, Hungary",1896.01.01
1900,"Nemeske, Hungary",1900.01.01
1871,"Nemesladony, Hungary",1871.01.01
1883,"Nemesladony, Hungary",1883.01.01
1889,"Nemesladony, Hungary",1889.01.01
1903,"Nemesladony, Hungary",1903.01.01
1907,"Nemesleanyfalu, Hungary",1907.01.01
1900,"Neratovice, Czechoslovakia",1900.01.01
1905,"Neresnica, Czechoslovakia",1905.01.01
1932,"Neresnica, Czechoslovakia",1932.01.01
1899,"Neresnice, Czechoslovakia",1899.01.01
1880,"Neuhausel, Czechoslovakia",1880.01.01
1894,"Neuilly, France",1894.01.01
1920,"Neurenberg,",1920.01.01
1898,"Neusandec, Poland",1898.01.01
1887,"Neustadt Odenwald, Germany",1887.01.01
1906,"Neustadtgoedens, Germany",1906.01.01
1906,"Neustadtgoedens, Germany",1906.01.01
1906,"Neustadtgoedens, Germany",1906.01.01
1921,"Nice, France",1921.01.01
1885,"Niederstetten, Germany",1885.01.01
1899,"Niederstetten, Germany",1899.01.01
1893,"Nijmegen, The Netherlands",1893.01.01
1890,"Nireg Haza, Hungary",1890.01.01
1924,"Nireg Haza, Hungary",1924.01.01
1886,"Nitra, Czechoslovakia",1886.01.01
1893,"Nitra, Czechoslovakia",1893.01.01
1894,"Nitra, Czechoslovakia",1894.01.01
1899,"Nitra, Czechoslovakia",1899.01.01
1902,"Nitra, Czechoslovakia",1902.01.01
1904,"Nitra, Czechoslovakia",1904.01.01
1910,"Nitra, Czechoslovakia",1910.01.01
1921,"Nizni Verecky, Czechoslovakia",1921.01.01
1921,"Nogradbercel, Hungary",1921.01.01
1926,"Nogradbercel, Hungary",1926.01.01
1866,"Nogysollos, Czechoslovakia",1866.01.01
1881,"Norden, Germany",1881.01.01
1920,"Nordenham, Germany",1920.01.01
1913,"Nordhausen, Germany",1913.01.01
1889,"Nove Mesto nad Vahom, Czechoslovakia",1889.01.01
1884,"Nove Zamky, Czechoslovakia",1884.01.01
1886,"Nove Zamky, Czechoslovakia",1886.01.01
1895,"Nove Zamky, Czechoslovakia",1895.01.01
1900,"Nove Zamky, Czechoslovakia",1900.01.01
1902,"Nove Zamky, Czechoslovakia",1902.01.01
1910,"Nove Zamky, Czechoslovakia",1910.01.01
1924,"Nove Zamky, Czechoslovakia",1924.01.01
1927,"Nove Zamky, Czechoslovakia",1927.01.01
1930,"Nove Zamky, Czechoslovakia",1930.01.01
1865,"Novi Sad, Yugoslavia",1865.01.01
1880,"Novi Sad, Yugoslavia",1880.01.01
1880,"Novi Sad, Yugoslavia",1880.01.01
1882,"Novi Sad, Yugoslavia",1882.01.01
1883,"Novi Sad, Yugoslavia",1883.01.01
1892,"Novi Sad, Yugoslavia",1892.01.01
1892,"Novi Sad, Yugoslavia",1892.01.01
1895,"Novi Sad, Yugoslavia",1895.01.01
1895,"Novi Sad, Yugoslavia",1895.01.01
1900,"Novi Sad, Yugoslavia",1900.01.01
1904,"Novi Sad, Yugoslavia",1904.01.01
1911,"Novi Sad, Yugoslavia",1911.01.01
1912,"Novi Sad, Yugoslavia",1912.01.01
1927,"Novi Sad, Yugoslavia",1927.01.01
1929,"Novi Sad, Yugoslavia",1929.01.01
1931,"Novi Sad, Yugoslavia",1931.01.01
1932,"Novi Sad, Yugoslavia",1932.01.01
1894,"Novi Vrbas, Yugoslavia",1894.01.01
1909,"Novi Zamki, Czechoslovakia",1909.01.01
1917,"Novi Zamki, Czechoslovakia",1917.01.01
1907,"Novoselica, Czechoslovakia",1907.01.01
1920,"Novoselica, Czechoslovakia",1920.01.01
1935,"Novoselica, Czechoslovakia",1935.01.01
1904,"Novoselice, Czechoslovakia",1904.01.01
1927,"Novoselice, Czechoslovakia",1927.01.01
1932,"Novoselice, Czechoslovakia",1932.01.01
1939,"Novoselice, Czechoslovakia",1939.01.01
1918,"Nowy Korczyn, Poland",1918.01.01
1920,"Nowy Korczyn, Poland",1920.01.01
1888,"Nowy Zamki, Czechoslovakia",1888.01.01
1920,"Nuernberg, Germany",1920.01.01
1888,"Nurnberg, Germany",1888.01.01
1913,"Nyaradszereda, Romania",1913.01.01
1924,"Nyaradszereda, Romania",1924.01.01
1924,"Nyereshaza, Czechoslovakia",1924.01.01
1900,"Nyirbator, Hungary",1900.01.01
1906,"Nyirbator, Hungary",1906.01.01
1916,"Nyirbator, Hungary",1916.01.01
1917,"Nyirbator, Hungary",1917.01.01
1926,"Nyirbator, Hungary",1926.01.01
1930,"Nyirbator, Hungary",1930.01.01
1937,"Nyirbator, Hungary",1937.01.01
1884,"Nyiregyhaza, Hungary",1884.01.01
1890,"Nyiregyhaza, Hungary",1890.01.01
1892,"Nyiregyhaza, Hungary",1892.01.01
1893,"Nyiregyhaza, Hungary",1893.01.01
1893,"Nyiregyhaza, Hungary",1893.01.01
1894,"Nyiregyhaza, Hungary",1894.01.01
1895,"Nyiregyhaza, Hungary",1895.01.01
1896,"Nyiregyhaza, Hungary",1896.01.01
1896,"Nyiregyhaza, Hungary",1896.01.01
1896,"Nyiregyhaza, Hungary",1896.01.01
1897,"Nyiregyhaza, Hungary",1897.01.01
1900,"Nyiregyhaza, Hungary",1900.01.01
1900,"Nyiregyhaza, Hungary",1900.01.01
1902,"Nyiregyhaza, Hungary",1902.01.01
1904,"Nyiregyhaza, Hungary",1904.01.01
1905,"Nyiregyhaza, Hungary",1905.01.01
1906,"Nyiregyhaza, Hungary",1906.01.01
1906,"Nyiregyhaza, Hungary",1906.01.01
1906,"Nyiregyhaza, Hungary",1906.01.01
1908,"Nyiregyhaza, Hungary",1908.01.01
1910,"Nyiregyhaza, Hungary",1910.01.01
1911,"Nyiregyhaza, Hungary",1911.01.01
1914,"Nyiregyhaza, Hungary",1914.01.01
1916,"Nyiregyhaza, Hungary",1916.01.01
1919,"Nyiregyhaza, Hungary",1919.01.01
1919,"Nyiregyhaza, Hungary",1919.01.01
1924,"Nyiregyhaza, Hungary",1924.01.01
1924,"Nyiregyhaza, Hungary",1924.01.01
1924,"Nyiregyhaza, Hungary",1924.01.01
1924,"Nyiregyhaza, Hungary",1924.01.01
1925,"Nyiregyhaza, Hungary",1925.01.01
1925,"Nyiregyhaza, Hungary",1925.01.01
1926,"Nyiregyhaza, Hungary",1926.01.01
1927,"Nyiregyhaza, Hungary",1927.01.01
1927,"Nyirencsencs, Hungary",1927.01.01
1900,"Nyirmada, Hungary",1900.01.01
1920,"Nyirmihalydi, Hungary",1920.01.01
1891,"Nyirsid, Romania",1891.01.01
1925,"Nyirtass, Hungary",1925.01.01
1920,"Nyirtura, Hungary",1920.01.01
1922,"Oświęcim, Poland",1922.01.01
1925,"Oberviszo, Romania",1925.01.01
1926,"Oberviszo, Romania",1926.01.01
1913,"Ochtrup, Germany",1913.01.01
1904,"Odorhei, Romania",1904.01.01
1929,"Odorhei, Romania",1929.01.01
1874,"Offenbach am Main, Germany",1874.01.01
1901,"Olcsva, Hungary",1901.01.01
1861,"Oldenzaal, The Netherlands",1861.01.01
1889,"Olkusz, Poland",1889.01.01
1917,"Olmuetz, Czechoslovakia",1917.01.01
1893,"Oman, Hungary",1893.01.01
1912,"Onga, Hungary",1912.01.01
1904,"Onod, Hungary",1904.01.01
1900,"Opatow, Poland",1900.01.01
1911,"Opatow, Poland",1911.01.01
1917,"Opava, Czechoslovakia",1917.01.01
1888,"Oppeln, Germany",1888.01.01
1913,"Opsze Behuc, Czechoslovakia",1913.01.01
1921,"Opsze Behuc, Czechoslovakia",1921.01.01
1862,"Oradea Mare, Romania",1862.01.01
1890,"Oradea Mare, Romania",1890.01.01
1896,"Oradea Mare, Romania",1896.01.01
1902,"Oradea Mare, Romania",1902.01.01
1902,"Oradea Mare, Romania",1902.01.01
1908,"Oradea Mare, Romania",1908.01.01
1913,"Oradea Mare, Romania",1913.01.01
1923,"Oradea Mare, Romania",1923.01.01
1928,"Oradea Mare, Romania",1928.01.01
1940,"Oradea Mare, Romania",1940.01.01
1869,"Oradea, Romania",1869.01.01
1870,"Oradea, Romania",1870.01.01
1872,"Oradea, Romania",1872.01.01
1872,"Oradea, Romania",1872.01.01
1872,"Oradea, Romania",1872.01.01
1874,"Oradea, Romania",1874.01.01
1875,"Oradea, Romania",1875.01.01
1875,"Oradea, Romania",1875.01.01
1876,"Oradea, Romania",1876.01.01
1876,"Oradea, Romania",1876.01.01
1876,"Oradea, Romania",1876.01.01
1876,"Oradea, Romania",1876.01.01
1877,"Oradea, Romania",1877.01.01
1877,"Oradea, Romania",1877.01.01
1882,"Oradea, Romania",1882.01.01
1887,"Oradea, Romania",1887.01.01
1890,"Oradea, Romania",1890.01.01
1890,"Oradea, Romania",1890.01.01
1894,"Oradea, Romania",1894.01.01
1895,"Oradea, Romania",1895.01.01
1895,"Oradea, Romania",1895.01.01
1895,"Oradea, Romania",1895.01.01
1895,"Oradea, Romania",1895.01.01
1896,"Oradea, Romania",1896.01.01
1896,"Oradea, Romania",1896.01.01
1897,"Oradea, Romania",1897.01.01
1898,"Oradea, Romania",1898.01.01
1900,"Oradea, Romania",1900.01.01
1901,"Oradea, Romania",1901.01.01
1902,"Oradea, Romania",1902.01.01
1902,"Oradea, Romania",1902.01.01
1905,"Oradea, Romania",1905.01.01
1905,"Oradea, Romania",1905.01.01
1905,"Oradea, Romania",1905.01.01
1906,"Oradea, Romania",1906.01.01
1907,"Oradea, Romania",1907.01.01
1909,"Oradea, Romania",1909.01.01
1910,"Oradea, Romania",1910.01.01
1914,"Oradea, Romania",1914.01.01
1920,"Oradea, Romania",1920.01.01
1921,"Oradea, Romania",1921.01.01
1923,"Oradea, Romania",1923.01.01
1924,"Oradea, Romania",1924.01.01
1925,"Oradea, Romania",1925.01.01
1925,"Oradea, Romania",1925.01.01
1926,"Oradea, Romania",1926.01.01
1926,"Oradea, Romania",1926.01.01
1927,"Oradea, Romania",1927.01.01
1928,"Oradea, Romania",1928.01.01
1930,"Oradea, Romania",1930.01.01
1930,"Oradea, Romania",1930.01.01
1932,"Oradea, Romania",1932.01.01
1932,"Oradea, Romania",1932.01.01
1942,"Oradea, Romania",1942.01.01
1898,"Oroshaza, Hungary",1898.01.01
1878,"Oroszko, Romania",1878.01.01
1902,"Oroszko, Romania",1902.01.01
1900,"Oshorod, Czechoslovakia",1900.01.01
1900,"Oshorot, Czechoslovakia",1900.01.01
1867,"Osijek, Yugoslavia",1867.01.01
1889,"Osijek, Yugoslavia",1889.01.01
1897,"Osijek, Yugoslavia",1897.01.01
1899,"Osijek, Yugoslavia",1899.01.01
1913,"Osijek, Yugoslavia",1913.01.01
1915,"Osijek, Yugoslavia",1915.01.01
1862,"Oslo, Norway",1862.01.01
1903,"Ostrava, Czechoslovakia",1903.01.01
1898,"Ostrawa Slezska, Czechoslovakia",1898.01.01
1880,"Ostrowiec, Poland",1880.01.01
1888,"Ostrowiec, Poland",1888.01.01
1889,"Ostrowiec, Poland",1889.01.01
1901,"Ostrowiec, Poland",1901.01.01
1909,"Ostrowiec, Poland",1909.01.01
1909,"Ostrowiec, Poland",1909.01.01
1912,"Ostrowiec, Poland",1912.01.01
1916,"Ostrowiec, Poland",1916.01.01
1925,"Ostrowiec, Poland",1925.01.01
1924,"Ostrowitz, Poland",1924.01.01
1887,"Oszivac, Yugoslavia",1887.01.01
1903,"Oszoj, Czechoslovakia",1903.01.01
1928,"Oszoj, Czechoslovakia",1928.01.01
1931,"Oszoj, Czechoslovakia",1931.01.01
1935,"Oszoj, Czechoslovakia",1935.01.01
1890,"Ovenhausen ueber Hoexter, Germany",1890.01.01
1883,"Ozd Ludus, Romania",1883.01.01
1897,"Ozd Ludus, Romania",1897.01.01
1904,"Ozd, Hungary",1904.01.01
1884,"Ozora, Hungary",1884.01.01
1907,"Ozorkov, Poland",1907.01.01
1904,"Ozorkow, Poland",1904.01.01
1906,"Ozorkow, Poland",1906.01.01
1905,"Pabianice, Poland",1905.01.01
1915,"Pacin, Hungary",1915.01.01
1887,"Paderborn, Germany",1887.01.01
1894,"Paderborn, Germany",1894.01.01
1919,"Paderborn, Germany",1919.01.01
1920,"Paderborn, Germany",1920.01.01
1909,"Paks, Hungary",1909.01.01
1930,"Paks, Hungary",1930.01.01
1878,"Papa, Hungary",1878.01.01
1882,"Papa, Hungary",1882.01.01
1882,"Papa, Hungary",1882.01.01
1886,"Papa, Hungary",1886.01.01
1900,"Papa, Hungary",1900.01.01
1900,"Papa, Hungary",1900.01.01
1901,"Papa, Hungary",1901.01.01
1901,"Papa, Hungary",1901.01.01
1906,"Papa, Hungary",1906.01.01
1907,"Papa, Hungary",1907.01.01
1909,"Papa, Hungary",1909.01.01
1913,"Papa, Hungary",1913.01.01
1915,"Papa, Hungary",1915.01.01
1917,"Papa, Hungary",1917.01.01
1919,"Papa, Hungary",1919.01.01
1920,"Papa, Hungary",1920.01.01
1929,"Papa, Hungary",1929.01.01
1935,"Papa, Hungary",1935.01.01
1888,"Parchim, Germany",1888.01.01
1880,"Paris, France",1880.01.01
1880,"Paris, France",1880.01.01
1883,"Paris, France",1883.01.01
1886,"Paris, France",1886.01.01
1890,"Paris, France",1890.01.01
1892,"Paris, France",1892.01.01
1895,"Paris, France",1895.01.01
1896,"Paris, France",1896.01.01
1897,"Paris, France",1897.01.01
1899,"Paris, France",1899.01.01
1900,"Paris, France",1900.01.01
1900,"Paris, France",1900.01.01
1900,"Paris, France",1900.01.01
1901,"Paris, France",1901.01.01
1901,"Paris, France",1901.01.01
1902,"Paris, France",1902.01.01
1903,"Paris, France",1903.01.01
1903,"Paris, France",1903.01.01
1903,"Paris, France",1903.01.01
1904,"Paris, France",1904.01.01
1904,"Paris, France",1904.01.01
1905,"Paris, France",1905.01.01
1906,"Paris, France",1906.01.01
1906,"Paris, France",1906.01.01
1907,"Paris, France",1907.01.01
1907,"Paris, France",1907.01.01
1907,"Paris, France",1907.01.01
1908,"Paris, France",1908.01.01
1909,"Paris, France",1909.01.01
1909,"Paris, France",1909.01.01
1911,"Paris, France",1911.01.01
1911,"Paris, France",1911.01.01
1914,"Paris, France",1914.01.01
1914,"Paris, France",1914.01.01
1918,"Paris, France",1918.01.01
1918,"Paris, France",1918.01.01
1918,"Paris, France",1918.01.01
1919,"Paris, France",1919.01.01
1920,"Paris, France",1920.01.01
1921,"Paris, France",1921.01.01
1922,"Paris, France",1922.01.01
1925,"Paris, France",1925.01.01
1925,"Paris, France",1925.01.01
1926,"Paris, France",1926.01.01
1927,"Paris, France",1927.01.01
1933,"Paris, France",1933.01.01
1933,"Paris, France",1933.01.01
1920,"Parkan, Czechoslovakia",1920.01.01
1899,"Parkany, Czechoslovakia",1899.01.01
1900,"Parkany, Czechoslovakia",1900.01.01
1891,"Paszab, Hungary",1891.01.01
1902,"Paszab, Hungary",1902.01.01
1909,"Paszab, Hungary",1909.01.01
1876,"Paszto,",1876.01.01
1940,"Paszto,",1940.01.01
1908,"Patak, Hungary",1908.01.01
1900,"Patras, Greece",1900.01.01
1873,"Patroha, Hungary",1873.01.01
1895,"Pecs, Hungary",1895.01.01
1898,"Pecs, Hungary",1898.01.01
1898,"Pecs, Hungary",1898.01.01
1907,"Pecs, Hungary",1907.01.01
1910,"Pecs, Hungary",1910.01.01
1915,"Pecs, Hungary",1915.01.01
1922,"Pecs, Hungary",1922.01.01
1937,"Pecs, Hungary",1937.01.01
1902,"Perbenyik, Czechoslovakia",1902.01.01
1910,"Pereinsko, Poland",1910.01.01
1909,"Pesterzsebet, Hungary",1909.01.01
1937,"Pesterzsebet, Hungary",1937.01.01
1943,"Pesterzsebet, Hungary",1943.01.01
1871,"Pesthidegkut, Hungary",1871.01.01
1895,"Pestszenterzsebet, Hungary",1895.01.01
1904,"Pestszenterzsebet, Hungary",1904.01.01
1909,"Pestszenterzsebet, Hungary",1909.01.01
1891,"Pestszentlorinc, Hungary",1891.01.01
1902,"Pestszentlorinc, Hungary",1902.01.01
1904,"Pestszentlorinc, Hungary",1904.01.01
1906,"Pestszentlorinc, Hungary",1906.01.01
1893,"Pestujhely, Hungary",1893.01.01
1897,"Peterreve, Yugoslavia",1897.01.01
1885,"Petrova, Romania",1885.01.01
1890,"Petrova, Romania",1890.01.01
1924,"Petrova, Romania",1924.01.01
1894,"Petrowa, Romania",1894.01.01
1896,"Piestany, Czechoslovakia",1896.01.01
1926,"Pilica, Poland",1926.01.01
1910,"Pilsen,",1910.01.01
1911,"Pilsen, Czechoslovakia",1911.01.01
1908,"Pinczow, Poland",1908.01.01
1901,"Pionki, Poland",1901.01.01
1905,"Piotrkow Trybunalski, Poland",1905.01.01
1918,"Piotrkow Trybunalski, Poland",1918.01.01
1895,"Piotrkow, Poland",1895.01.01
1906,"Piotrkow, Poland",1906.01.01
1908,"Piotrkow, Poland",1908.01.01
1910,"Piotrkow, Poland",1910.01.01
1931,"Piotrkow, Poland",1931.01.01
1932,"Piskolt, Romania",1932.01.01
1906,"Pitigliano, Italy",1906.01.01
1936,"Pitigliano, Italy",1936.01.01
1891,"Plasy, Czechoslovakia",1891.01.01
1926,"Pleseni, Romania",1926.01.01
1895,"Plock, Poland",1895.01.01
1925,"Ploesti, Romania",1925.01.01
1903,"Pocsaj, Hungary",1903.01.01
1911,"Poddebice, Poland",1911.01.01
1890,"Podplesa, Czechoslovakia",1890.01.01
1887,Poland,1887.01.01
1895,Poland,1895.01.01
1897,Poland,1897.01.01
1898,Poland,1898.01.01
1900,Poland,1900.01.01
1901,Poland,1901.01.01
1902,Poland,1902.01.01
1907,Poland,1907.01.01
1910,Poland,1910.01.01
1913,Poland,1913.01.01
1914,Poland,1914.01.01
1917,Poland,1917.01.01
1920,Poland,1920.01.01
1889,"Polena, Czechoslovakia",1889.01.01
1900,"Poltusk, Poland",1900.01.01
1895,"Poprad, Czechoslovakia",1895.01.01
1927,"Poroszlo, Hungary",1927.01.01
1894,"Prag, Czechoslovakia",1894.01.01
1903,"Prag, Czechoslovakia",1903.01.01
1906,"Prag, Czechoslovakia",1906.01.01
1911,"Prag, Czechoslovakia",1911.01.01
1913,"Prag, Czechoslovakia",1913.01.01
1878,"Prague, Czechoslovakia",1878.01.01
1883,"Prague, Czechoslovakia",1883.01.01
1885,"Prague, Czechoslovakia",1885.01.01
1886,"Prague, Czechoslovakia",1886.01.01
1889,"Prague, Czechoslovakia",1889.01.01
1898,"Prague, Czechoslovakia",1898.01.01
1901,"Prague, Czechoslovakia",1901.01.01
1909,"Prague, Czechoslovakia",1909.01.01
1914,"Prague, Czechoslovakia",1914.01.01
1918,"Prague, Czechoslovakia",1918.01.01
1929,"Prague, Czechoslovakia",1929.01.01
1872,"Praha, Czechoslovakia",1872.01.01
1873,"Praha, Czechoslovakia",1873.01.01
1878,"Praha, Czechoslovakia",1878.01.01
1885,"Praha, Czechoslovakia",1885.01.01
1899,"Praha, Czechoslovakia",1899.01.01
1901,"Praha, Czechoslovakia",1901.01.01
1904,"Praha, Czechoslovakia",1904.01.01
1905,"Praha, Czechoslovakia",1905.01.01
1909,"Praha, Czechoslovakia",1909.01.01
1915,"Praha, Czechoslovakia",1915.01.01
1921,"Praha, Czechoslovakia",1921.01.01
1922,"Praha, Czechoslovakia",1922.01.01
1932,"Praha, Czechoslovakia",1932.01.01
1934,"Praha, Czechoslovakia",1934.01.01
1920,"Prasburg, Czechoslovakia",1920.01.01
1890,"Presburg, Czechoslovakia",1890.01.01
1890,"Presburg, Czechoslovakia",1890.01.01
1886,"Presov, Czechoslovakia",1886.01.01
1908,"Presov, Czechoslovakia",1908.01.01
1908,"Presov, Czechoslovakia",1908.01.01
1912,"Presov, Czechoslovakia",1912.01.01
1941,"Presov, Czechoslovakia",1941.01.01
1941,"Presov, Czechoslovakia",1941.01.01
1886,"Pressburg, Czechoslovakia",1886.01.01
1940,"Pressburg, Czechoslovakia",1940.01.01
1907,"Preveza, Greece",1907.01.01
1906,"Pruzana, Poland",1906.01.01
1922,"Pruzana, Poland",1922.01.01
1893,"Przemysl, Poland",1893.01.01
1898,"Przemysl, Poland",1898.01.01
1927,"Przemysl, Poland",1927.01.01
1931,"Przemysl, Poland",1931.01.01
1894,"Puspokladany, Hungary",1894.01.01
1909,"Puspokladany, Hungary",1909.01.01
1908,"Puszta, Hungary",1908.01.01
1899,"Putnok, Hungary",1899.01.01
1900,"Quierschied, Germany",1900.01.01
1918,"Quierschied, Germany",1918.01.01
1903,"Raca, Czechoslovakia",1903.01.01
1927,"Rachov,",1927.01.01
1926,"Rachov, Czechoslovakia",1926.01.01
1938,"Rachov, Czechoslovakia",1938.01.01
1904,"Raciaz, Poland",1904.01.01
1938,"Radaholc, Romania",1938.01.01
1892,"Radom, Poland",1892.01.01
1895,"Radom, Poland",1895.01.01
1901,"Radom, Poland",1901.01.01
1901,"Radom, Poland",1901.01.01
1902,"Radom, Poland",1902.01.01
1903,"Radom, Poland",1903.01.01
1914,"Radom, Poland",1914.01.01
1925,"Radom, Poland",1925.01.01
1897,"Radomsko, Poland",1897.01.01
1896,"Ragla, Romania",1896.01.01
1908,"Ragla, Romania",1908.01.01
1909,"Rahov, Czechoslovakia",1909.01.01
1924,"Rajowiec Lubelski, Poland",1924.01.01
1888,"Rakamaz, Hungary",1888.01.01
1892,"Rakamaz, Hungary",1892.01.01
1894,"Rakamaz, Hungary",1894.01.01
1927,"Rakamaz, Hungary",1927.01.01
1900,"Rakoscsaba, Hungary",1900.01.01
1909,"Rakosliget, Hungary",1909.01.01
1871,"Rakospalota, Hungary",1871.01.01
1879,"Rakospalota, Hungary",1879.01.01
1880,"Rakospalota, Hungary",1880.01.01
1888,"Rakospalota, Hungary",1888.01.01
1890,"Rakospalota, Hungary",1890.01.01
1895,"Rakospalota, Hungary",1895.01.01
1923,"Rakospalota, Hungary",1923.01.01
1925,"Ramet, Romania",1925.01.01
1898,"Rebra, Romania",1898.01.01
1888,"Recklinghausen, Germany",1888.01.01
1908,"Rees, Germany",1908.01.01
1900,"Regen, Germany",1900.01.01
1894,"Reghin, Romania",1894.01.01
1900,"Regin, Romania",1900.01.01
1920,"Regin, Romania",1920.01.01
1882,"Reichelsheim, Germany",1882.01.01
1895,"Reichenberg, Czechoslovakia",1895.01.01
1895,"Remecz, Romania",1895.01.01
1929,"Remety Vysni, Czechoslovakia",1929.01.01
1921,"Remich, Luxembourg",1921.01.01
1871,"Repcevis,",1871.01.01
1912,"Repinne, Czechoslovakia",1912.01.01
1924,"Resov, Czechoslovakia",1924.01.01
1928,"Resov, Czechoslovakia",1928.01.01
1919,"Reteag, Romania",1919.01.01
1921,"Reteag, Romania",1921.01.01
1922,"Reteag, Romania",1922.01.01
1888,"Retteg, Romania",1888.01.01
1870,"Rhodes, Italy",1870.01.01
1895,"Rhodes, Italy",1895.01.01
1908,"Rhodes, Italy",1908.01.01
1910,"Rhodes, Italy",1910.01.01
1912,"Rhodes, Italy",1912.01.01
1921,"Rhodes, Italy",1921.01.01
1922,"Rhodes, Italy",1922.01.01
1924,"Rhodes, Italy",1924.01.01
1893,"Rhodos, Italy",1893.01.01
1926,"Richev, Belorussia (USSR)",1926.01.01
1918,"Richvol, Poland",1918.01.01
1891,"Riga, Latvia",1891.01.01
1894,"Riga, Latvia",1894.01.01
1922,"Riga, Latvia",1922.01.01
1891,"Rimaszombat, Czechoslovakia",1891.01.01
1895,"Roanne, France",1895.01.01
1887,"Rodi, Italy",1887.01.01
1916,"Rodos, Italy",1916.01.01
1923,"Rodos, Italy",1923.01.01
1900,"Roma, Italy",1900.01.01
